Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference,Sig Strikes Absorbed per Minute,Takedowns Faced per Minute,Takedowns Suffered per Minute
Nate Diaz,WW,1,25,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.92,3.04,0.00,0.00,0.00,-1.81,-1.27,-0.24,-0.09,-0.02,3.08,0.20,0.16
Demian Maia,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.67,1.40,1.40,0.07,0.00,-7.06,-2.91,1.16,-0.02,-0.02,3.00,0.00,0.00
Carlos Felipe,HW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.13,5.70,0.03,0.00,0.00,1.05,1.61,-0.15,-0.07,-0.02,7.20,0.10,0.00
Walt Harris,HW,1,4.1,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,10.00,5.61,0.00,0.00,0.00,-0.08,1.52,-0.18,-0.07,-0.02,0.98,0.49,0.24
Victor Rodriguez,FLW,1,1,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,3.00,0.00,0.00,0.00,0.00,-6.61,-3.61,-0.28,-0.10,-0.03,6.00,0.00,0.00
Beneil Dariush,LW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.13,2.83,0.70,0.27,0.00,-1.28,-1.25,0.40,0.16,-0.02,2.30,0.03,0.00
Jacare Souza,MW,1,3.98,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.77,2.76,0.50,0.25,0.00,-4.39,-1.24,0.22,0.14,-0.02,1.76,0.75,0.50
Kevin Aguilar,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,13.07,5.40,0.13,0.00,0.00,2.00,1.07,-0.13,-0.10,-0.02,6.60,0.27,0.20
Maurice Green,HW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.80,0.33,0.00,0.00,0.00,-5.28,-3.76,-0.18,-0.07,-0.02,0.93,0.27,0.20
Gregor Gillespie,LW,1,9.85,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.11,4.57,0.81,0.41,0.00,-3.31,0.48,0.51,0.29,-0.02,3.15,0.20,0.00
Christian Aguilera,WW,1,2.87,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.23,0.35,0.35,0.00,0.00,-5.50,-3.96,0.11,-0.09,-0.02,1.74,1.05,0.00
KB Bhullar,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.80,4.67,0.00,0.00,0.00,-1.36,0.66,-0.28,-0.11,-0.02,4.87,0.07,0.07
Luke Sanders,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,15.00,7.87,0.33,0.13,0.07,3.93,3.54,0.07,0.03,0.05,5.20,0.67,0.13
Chris Weidman,MW,1,0.28,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,7.06,3.53,0.00,0.00,0.00,-3.10,-0.47,-0.28,-0.11,-0.02,0.00,0.00,0.00
Stefan Sekulic,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.93,2.20,0.47,0.20,0.00,-6.80,-2.11,0.22,0.11,-0.02,3.27,0.07,0.07
Luis Pena,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.00,6.00,0.00,0.00,0.00,2.59,1.92,-0.30,-0.11,-0.02,5.33,0.60,0.27
Alexander Munoz,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,11.47,5.33,0.60,0.27,0.00,1.05,1.25,0.30,0.16,-0.02,6.00,0.00,0.00
Juan Espino,HW,1,11.08,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.05,1.08,0.45,0.36,0.00,-5.03,-3.01,0.27,0.29,-0.02,2.89,0.36,0.18
Bartosz Fabinski,MW,1,2,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,11.50,3.00,0.50,0.50,0.00,1.34,-1.00,0.22,0.39,-0.02,4.00,0.00,0.00
Anthony Birchak,BW,1,6.52,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.05,2.76,0.15,0.00,0.00,-1.86,-1.51,-0.14,-0.10,-0.03,5.98,0.92,0.61
Mike Perry,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.13,4.07,0.27,0.13,0.00,-1.60,-0.25,0.02,0.05,-0.02,8.60,0.07,0.00
Yorgan De Castro,HW,1,3.03,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.95,0.66,0.00,0.00,0.00,-5.13,-3.43,-0.18,-0.07,-0.02,3.30,0.33,0.00
Jarjis Danho,HW,1,3.03,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,3.96,3.30,0.33,0.00,0.33,-6.12,-0.80,0.15,-0.07,0.31,0.66,0.00,0.00
Hunter Azure,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.07,3.00,0.40,0.00,0.00,-2.85,-1.27,0.11,-0.10,-0.03,2.40,0.87,0.40
Jordan Griffin,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.13,2.20,0.47,0.27,0.00,-5.93,-2.13,0.20,0.17,-0.02,2.40,0.00,0.00
Sasha Palatnikov,WW,1,5.43,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,7.91,2.39,0.00,0.00,0.00,-2.82,-1.92,-0.24,-0.09,-0.02,2.39,1.10,0.37
Stipe Miocic,HW,1,5.87,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,2.22,2.05,0.17,0.00,0.00,-7.86,-2.05,-0.01,-0.07,-0.02,6.14,0.34,0.17
Tyrone Woodley,WW,1,3.93,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,10.93,4.58,0.25,0.00,0.00,0.20,0.26,0.01,-0.09,-0.02,6.36,0.00,0.00
Thomas Almeida,BW,1,13.87,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.12,1.80,0.14,0.07,0.00,-5.79,-2.47,-0.15,-0.03,-0.03,6.20,0.00,0.00
Abu Azaitar,MW,1,14.93,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,17.48,7.23,0.20,0.00,0.00,7.32,3.23,-0.08,-0.11,-0.02,9.44,0.07,0.00
Jesse Strader,BW,1,1.97,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.71,7.12,0.00,0.00,0.00,1.80,2.85,-0.29,-0.10,-0.03,7.63,0.00,0.00
Gavin Tucker,FW,1,0.37,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,2.73,2.73,0.00,0.00,0.00,-8.34,-1.60,-0.26,-0.10,-0.02,2.73,0.00,0.00
Ray Rodriguez,BW,1,8.15,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,4.29,0.37,0.00,0.00,0.00,-6.62,-3.91,-0.29,-0.10,-0.03,0.98,0.49,0.25
Joseph Benavidez,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.67,3.07,0.00,0.00,0.00,-0.94,-0.54,-0.28,-0.10,-0.03,3.87,0.40,0.33
Jordan Espinosa,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,2.33,0.87,0.00,0.00,0.00,-7.28,-2.74,-0.28,-0.10,-0.03,1.67,0.47,0.27
Aalon Cruz,LW,1,1.67,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,1.80,0.00,1.20,0.00,0.00,-8.61,-4.08,0.90,-0.11,-0.02,27.00,0.00,0.00
Jimmie Rivera,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.87,4.33,0.33,0.07,0.00,1.95,0.06,0.04,-0.03,-0.03,6.27,0.00,0.00
Vince Cachero,BW,1,12.63,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.35,1.19,0.16,0.00,0.00,-6.56,-3.09,-0.13,-0.10,-0.03,6.09,0.71,0.63
Charles Rose,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.40,1.00,0.07,0.00,0.00,-6.21,-2.61,-0.22,-0.10,-0.03,3.00,0.33,0.27
Alistair Overeem,HW,1,7.1,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,2.82,1.41,0.14,0.00,0.00,-7.26,-2.69,-0.04,-0.07,-0.02,7.61,0.00,0.00
Martin Day,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.07,0.53,0.00,0.00,0.00,-8.00,-3.80,-0.26,-0.10,-0.02,3.67,0.40,0.27
Andrew Sanchez,MW,1,12.98,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,11.09,3.70,0.15,0.00,0.00,0.93,-0.31,-0.13,-0.11,-0.02,6.08,0.15,0.00
Antonio Carlos,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.00,2.27,0.80,0.07,0.00,-1.16,-1.74,0.52,-0.04,-0.02,3.60,0.00,0.00
Nik Lentz,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.13,3.07,0.33,0.07,0.00,-1.93,-1.26,0.07,-0.03,-0.02,5.47,0.13,0.13
Vinicius Moreira,LHW,1,5.65,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,7.43,4.25,0.00,0.00,0.00,-2.23,0.15,-0.24,-0.09,-0.02,4.25,0.00,0.00
Tom Breese,MW,1,6.68,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,1.80,0.15,0.15,0.00,0.00,-8.37,-3.85,-0.13,-0.11,-0.02,3.74,0.75,0.30
Markus Perez,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.00,1.67,0.07,0.00,0.00,-5.16,-2.34,-0.21,-0.11,-0.02,1.93,0.13,0.07
Matt Brown ,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.47,1.87,0.40,0.07,0.00,-7.26,-2.45,0.16,-0.02,-0.02,2.60,0.27,0.13
david Zawada,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.67,2.93,0.07,0.07,0.00,1.94,-1.38,-0.18,-0.02,-0.02,3.53,0.60,0.27
Jacob Kilburn,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,14.40,4.27,1.20,0.07,0.00,3.33,-0.06,0.94,-0.03,-0.02,6.33,0.13,0.07
