Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference
Damir Ismagulov,LW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,11.622,3.8,0.2,0.044,0,1.2095,-0.2842,-0.1042,-0.0675,-0.0222
Amir Albazi,FLW,3,10.59,3,0,1,0,1,0,1,0,0.33,0.33,0.33,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.666,3.681,0.346,0.157,0.063,1.0572,0.0754,0.0617,0.053,0.0333
Alessandro Costa,FLW,1,12.22,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.759,1.392,0,0,0,-0.8498,-2.2136,-0.2843,-0.104,-0.0297
Alex Caceres ,FW,3,8.86,3,0,1,0,1,0,1,0,0.33,0.33,0.33,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.389,4.138,0.038,0.038,0.038,-2.6779,-0.1938,-0.2257,-0.062,0.0189
Julian Erosa,FW,6,8.09,4,2,2,0,1,2,1,0,0.5,0.25,0.25,0.5,0,1,0,1,17.322,7.93,0.33,0.144,0.021,6.2551,3.5982,0.0663,0.044,0.0019
Drew Dober,LW,5,9.83,3,2,0,1,3,0,0,1,0,1,0,1,0.5,0,0.5,0.5,10.6,3.988,0.142,0.02,0.061,0.1875,-0.0962,-0.1622,-0.0915,0.0388
Bobby Green,LW,5,8.71,2,3,1,1,1,2,0,0,0.5,0.5,0,0.5,0.33,0.67,0,0.67,18.806,10.126,0.092,0,0.023,8.3935,6.0418,-0.2122,-0.1115,0.0008
Cody Brundage,MW,4,6.45,2,2,0,1,1,1,1,0,0,0.5,0.5,1,0.5,0.5,0,0.5,5.818,1.823,0.388,0.194,0.039,-4.3449,-2.1797,0.1084,0.0873,0.0235
Michal Oleksiejczuk,LHW,5,7.74,4,1,1,1,3,0,0,0,0.25,0.75,0,0.75,1,0,0,0,12.191,5.011,0.103,0.026,0.077,2.5225,0.9174,-0.1405,-0.0591,0.0528
Jake Matthews,WW,3,11.96,1,2,0,1,1,0,0,1,0,1,0,1,0.5,0,0.5,0.5,9.033,2.788,0.056,0.028,0.028,-1.6968,-1.5258,-0.1866,-0.0585,0.0054
Matthew Semelsberger,WW,6,10.09,4,2,2,2,2,0,0,0,0.5,0.5,0,0.5,1,0,0,0,10.295,3.784,0.116,0.083,0.099,-0.4348,-0.5298,-0.1266,-0.0035,0.0764
Saidyokub Kakhramonov,BW,3,12.83,2,1,1,0,0,0,1,1,0.5,0,0.5,0.5,0,0,1,1,9.978,2.053,0.909,0.442,0,-0.935,-2.221,0.6182,0.3436,-0.0264
Maheshate,LW,2,8.12,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,9.733,1.971,0,0,0.123,-0.6795,-2.1132,-0.3042,-0.1115,0.1008
Bryan Battle,MW,4,9.5,3,1,1,1,1,0,1,0,0.33,0.33,0.33,0.67,1,0,0,0,9.241,4.423,0.263,0.053,0.026,-0.9219,0.4203,-0.0166,-0.0537,0.0105
Rinat Fakhretdinov,WW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.3,2.933,0.633,0.4,0.033,-1.4298,-1.3808,0.3904,0.3135,0.0104
David Dvorak,FLW,3,10.77,1,2,0,2,0,0,1,0,0,0,1,1,1,0,0,0,8.793,2.508,0.155,0.062,0,-0.8158,-1.0976,-0.1293,-0.042,-0.0297
Manel Kape,FLW,5,10.75,3,2,1,2,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,9.244,4.464,0.13,0.037,0.074,-0.3648,0.8584,-0.1543,-0.067,0.0443
Sergey Morozov,BW,5,12.41,3,2,3,0,0,0,0,2,1,0,0,0,0,0,1,1,9.299,3.014,0.757,0.242,0.016,-1.614,-1.26,0.4662,0.1436,-0.0104
Journey Newson,BW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9.533,2.767,0.167,0.067,0,-1.38,-1.507,-0.1238,-0.0314,-0.0264
Jan Blachowicz ,LHW,4,17.3,2,2,1,0,1,0,0,1,0.5,0.5,0,0.5,0,0,0.5,0.5,8.437,3.193,0.072,0.043,0,-1.2315,-0.9006,-0.1715,-0.0421,-0.0242
Magomed Ankalaev,LHW,5,17.63,4,1,3,0,1,0,0,0,0.75,0.25,0,0.25,0,0,0,0,9.824,3.528,0.284,0.079,0.011,0.1555,-0.5656,0.0405,-0.0061,-0.0132
Paddy Pimblett,LW,4,7.75,4,0,1,0,1,0,2,0,0.25,0.25,0.5,0.75,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.839,4.194,0.258,0.065,0.032,0.4265,0.1098,-0.0462,-0.0465,0.0098
Jared Gordon,FW,5,14.84,3,2,3,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,11.782,5.203,0.202,0.081,0,0.7151,0.8712,-0.0617,-0.019,-0.0191
Alex Morono,WW,5,10.23,4,1,3,0,1,1,0,0,0.75,0.25,0,0.25,0,1,0,1,17.243,7.019,0.117,0,0.039,6.5132,2.7052,-0.1256,-0.0865,0.0164
Darren Till,MW,2,12.47,0,2,0,0,0,0,0,2,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.896,2.447,0.04,0.04,0,-4.2669,-1.5557,-0.2396,-0.0667,-0.0155
Bryce Mitchell,FW,2,11.58,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,13.079,3.022,0.561,0.216,0.043,2.0121,-1.3098,0.2973,0.116,0.0239
Ilia Topuria,FW,3,6.36,3,0,0,0,2,0,1,0,0,0.67,0.33,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.441,4.091,0.21,0.052,0.105,-1.6259,-0.2408,-0.0537,-0.048,0.0859
Jay Perrin,BW,3,10.91,0,3,0,2,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0,0.33,0.33,9.715,4.094,0.367,0.153,0,-1.198,-0.18,0.0762,0.0546,-0.0264
Jairzinho Rozenstruik,HW,5,9.51,2,3,0,2,2,1,0,0,0,1,0,1,0.67,0.33,0,0.33,5.844,1.976,0,0,0.042,-4.2359,-2.1172,-0.1823,-0.0749,0.0192
Chris Daukaus,HW,5,3.51,2,3,0,0,2,3,0,0,0,1,0,1,0,1,0,1,11.784,5.465,0,0,0.114,1.7041,1.3718,-0.1823,-0.0749,0.0912
Edmen Shahbazyan,MW,3,11.52,1,2,0,1,1,1,0,0,0,1,0,1,0.5,0.5,0,0.5,7.236,3.357,0.145,0.029,0,-2.9269,-0.6457,-0.1346,-0.0777,-0.0155
Dalcha Lungiambula,MW,5,9.77,1,4,1,1,0,2,0,1,1,0,0,0,0.25,0.5,0.25,0.75,9.809,3.625,0.287,0.123,0,-0.3539,-0.3777,0.0074,0.0163,-0.0155
Joaquin Buckley,MW,6,9.58,3,3,1,1,2,2,0,0,0.33,0.67,0,0.67,0.33,0.67,0,0.67,12.916,3.795,0.296,0.104,0.052,2.7531,-0.2077,0.0164,-0.0027,0.0365
Erik Silva,FW,1,13.68,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,3.069,1.535,0.292,0.219,0,-7.9979,-2.7968,0.0283,0.119,-0.0191
Steven Koslow,BW,1,14.22,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,2.954,0.774,0.633,0.352,0,-7.959,-3.5,0.3422,0.2536,-0.0264
Stephen Thompson,WW,3,16.67,1,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0,8.86,4.02,0.02,0,0,-1.8698,-0.2938,-0.2226,-0.0865,-0.0226
Brian Barbarena,WW,1,8.33,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,9.48,1.68,0,0,0,-1.2498,-2.6338,-0.2426,-0.0865,-0.0226
Rafael Dos Anjos,LW,3,17.88,2,1,1,0,0,1,1,0,0.5,0,0.5,0.5,0,1,0,1,9.714,4.326,0.69,0.205,0.019,-0.6985,0.2418,0.3858,0.0935,-0.0032
Matt Schnell,FLW,5,9.67,2,3,1,0,0,1,1,1,0.5,0,0.5,0.5,0,0.33,0.33,0.67,12.86,4.735,0.062,0.041,0.021,3.2512,1.1294,-0.2223,-0.063,-0.0087
Tai Tuivasa,HW,6,4.89,4,2,0,0,4,2,0,0,0,1,0,1,0,1,0,1,6.447,3.889,0.034,0,0.171,-3.6329,-0.2042,-0.1483,-0.0749,0.1482
Sergei Pavlovich,HW,3,1.96,3,0,0,0,3,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,19.773,10.057,0,0,0.682,9.6931,5.9638,-0.1823,-0.0749,0.6592
Jack Hermansson,MW,4,16.03,2,2,2,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,13.666,5.289,0.359,0.078,0,3.5031,1.2863,0.0794,-0.0287,-0.0155
Eryk Anders,MW,5,9.12,2,3,1,1,1,0,0,1,0.5,0.5,0,0.5,0.33,0,0.33,0.33,12.154,4.475,0.812,0.154,0.044,1.9911,0.4723,0.5324,0.0473,0.0285
Kyle Daukaus,MW,4,6.92,0,4,0,1,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.25,0.5,0,0.5,8.344,2.818,0.722,0.036,0,-1.8189,-1.1847,0.4424,-0.0707,-0.0155
Niko Price,WW,3,14.48,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,15.863,5.756,0.161,0.023,0,5.1332,1.4422,-0.0816,-0.0635,-0.0226
Phil Rowe,WW,3,10.01,3,0,0,0,3,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.59,3.896,0.067,0.033,0.067,-2.1398,-0.4178,-0.1756,-0.0535,0.0444
Scott Holtzman,LW,2,10.68,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,10.577,3.51,0.047,0,0,0.1645,-0.5742,-0.2572,-0.1115,-0.0222
Michael Johnson,LW,4,13.34,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,10.756,4.441,0.112,0.019,0.037,0.3435,0.3568,-0.1922,-0.0925,0.0148
Marc Diakiese,LW,4,11.7,2,2,2,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,6.432,1.88,0.769,0.406,0,-3.9805,-2.2042,0.4648,0.2945,-0.0222
Darren Elkins,FW,4,10.25,2,2,1,1,1,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,15.561,3.756,0.463,0.195,0,4.4941,-0.5758,0.1993,0.095,-0.0191
Jonathan Pearce,FW,4,11.92,4,0,2,0,1,0,1,0,0.5,0.25,0.25,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.401,4.823,0.692,0.377,0,2.3341,0.4912,0.4283,0.277,-0.0191
Natan Levy,LW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,9.4,4.578,0.733,0.4,0,-1.0125,0.4938,0.4288,0.2885,-0.0222
Genaro Valdez,LW,2,9.13,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,11.562,3.233,0.055,0,0,1.1495,-0.8512,-0.2492,-0.1115,-0.0222
Marcelo Rojo,FW,3,10.85,0,3,0,0,0,2,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.67,0.33,1,13.241,4.916,0.061,0.031,0,2.1741,0.5842,-0.2027,-0.069,-0.0191
Francis Marshall,FW,1,6.23,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.278,3.69,0.481,0.16,0.16,3.2111,-0.6418,0.2173,0.06,0.1409
Kennedy Nzechukwu,LHW,6,9.18,4,2,0,1,4,1,0,0,0,1,0,1,0.5,0.5,0,0.5,10.823,4.685,0.163,0.091,0.036,1.1545,0.5914,-0.0805,0.0059,0.0118
Chase Sherman,HW,6,10.46,1,5,0,3,1,0,0,2,0,1,0,1,0.6,0,0.4,0.4,14.255,6.658,0.032,0.016,0.016,4.1751,2.5648,-0.1503,-0.0589,-0.0068
Waldo Cortes-Acosta,HW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.667,7.333,0,0,0,4.5871,3.2398,-0.1823,-0.0749,-0.0228
Andre Fialho,WW,5,8.14,2,3,0,1,2,2,0,0,0,1,0,1,0.33,0.67,0,0.67,8.603,3.171,0,0,0.049,-2.1268,-1.1428,-0.2426,-0.0865,0.0264
Muslim Salikhov,WW,3,11.89,2,1,1,0,1,1,0,0,0.5,0.5,0,0.5,0,1,0,1,8.94,3.951,0.252,0.112,0.028,-1.7898,-0.3628,0.0094,0.0255,0.0054
Danny Roberts,WW,2,9.2,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,8.75,2.228,0.054,0,0,-1.9798,-2.0858,-0.1886,-0.0865,-0.0226
Zhalgas Zhumagulov,FLW,5,10.21,1,4,0,3,0,1,1,0,0,0,1,1,0.75,0.25,0,0.25,12.866,5.013,0.392,0.078,0,3.2572,1.4074,0.1077,-0.026,-0.0297
Vince Morales,BW,4,11.76,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,11.843,4.103,0.085,0.021,0.021,0.93,-0.171,-0.2058,-0.0774,-0.0054
Miles Johns,BW,3,12.63,2,1,1,0,1,0,0,1,0.5,0.5,0,0.5,0,0,1,1,8.259,4.011,0.343,0.026,0.026,-2.654,-0.263,0.0522,-0.0724,-0.0004
Ricky Turcios,BW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,16.444,4.333,0.244,0.089,0.022,5.531,0.059,-0.0468,-0.0094,-0.0044
Kevin Natividad,BW,2,7.92,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,7.389,2.779,0.821,0.442,0.063,-3.524,-1.495,0.5302,0.3436,0.0366
Brady Hiestand,BW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,7.8,2.833,0.633,0.3,0,-3.113,-1.441,0.3422,0.2016,-0.0264
Fernando Garcia,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.333,1.4,0.133,0.067,0,-2.58,-2.874,-0.1578,-0.0314,-0.0264
Dustin Poirer ,LW,3,8.18,3,0,0,0,2,0,1,0,0,0.67,0.33,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.965,4.973,0.122,0.082,0.041,0.5525,0.8888,-0.1822,-0.0295,0.0188
Michael Chandler,LW,5,8.02,2,3,0,1,2,1,0,1,0,1,0,1,0.33,0.33,0.33,0.67,13.441,5.486,0.349,0.125,0.05,3.0285,1.4018,0.0448,0.0135,0.0278
Frankie Edgar,BW,3,5.44,0,3,0,0,0,3,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,13.299,6.006,0.552,0.184,0,2.386,1.732,0.2612,0.0856,-0.0264
Dan Hooker,LW,5,6.31,2,3,1,0,1,2,0,1,0.5,0.5,0,0.5,0,0.67,0.33,1,13.622,4.055,0.222,0.095,0.032,3.2095,-0.0292,-0.0822,-0.0165,0.0098
Claudio Puelles,LW,4,10.13,3,1,1,0,0,1,2,0,0.33,0,0.67,0.67,0,1,0,1,5.773,1.702,0.493,0.123,0,-4.6395,-2.3822,0.1888,0.0115,-0.0222
Brad Riddell,LW,4,7.85,1,3,1,0,0,1,0,2,1,0,0,0,0,0.33,0.67,1,9.772,5.22,0.541,0.191,0,-0.6405,1.1358,0.2368,0.0795,-0.0222
Renato Moicano,LW,4,11.07,2,2,0,1,0,0,2,1,0,0,1,1,0.5,0,0.5,0.5,8.31,3.545,0.384,0.158,0,-2.1025,-0.5392,0.0798,0.0465,-0.0222
Dominick Reyes,LHW,2,5.41,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,11.649,6.287,0.092,0.092,0,1.9805,2.1934,-0.1515,0.0069,-0.0242
Andre Petroski,MW,4,11.06,4,0,1,0,1,0,2,0,0.25,0.25,0.5,0.75,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.387,3.64,0.633,0.362,0,-1.7759,-0.3627,0.3534,0.2553,-0.0155
Wellington Turman,MW,4,10.31,2,2,1,1,0,1,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,6.888,3.056,0.606,0.073,0,-3.2749,-0.9467,0.3264,-0.0337,-0.0155
Matt Frevola,LW,4,5.22,2,2,0,1,2,1,0,0,0,1,0,1,0.5,0.5,0,0.5,11.454,4.169,0.096,0,0.24,1.0415,0.0848,-0.2082,-0.1115,0.2178
Ottman Azaitar,LW,1,2.5,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.2,4,0,0,0,-1.2125,-0.0842,-0.3042,-0.1115,-0.0222
Mike Trizano,FW,2,9.93,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.975,4.433,0,0,0.101,-1.0919,0.1012,-0.2637,-0.1,0.0819
Seung-Woo Choi,FW,5,9,2,3,1,1,1,1,0,1,0.5,0.5,0,0.5,0.33,0.33,0.33,0.67,11.916,3.535,0.133,0.067,0.067,0.8491,-0.7968,-0.1307,-0.033,0.0479
Julio Arce,BW,4,11.33,2,2,1,1,1,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,13.544,4.588,0.066,0.022,0,2.631,0.314,-0.2248,-0.0764,-0.0264
Montel Jackson,BW,3,10.66,3,0,2,0,1,0,0,0,0.67,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.446,2.753,0.25,0.125,0.219,-2.467,-1.521,-0.0408,0.0266,0.1926
Carlos Ulberg,LHW,4,7.08,3,1,1,0,2,1,0,0,0.33,0.67,0,0.67,0,1,0,1,13.64,8.516,0.071,0.071,0.071,3.9715,4.4224,-0.1725,-0.0141,0.0468
Nicolae Negumereanu,LHW,5,8.72,4,1,2,0,2,1,0,0,0.5,0.5,0,0.5,0,1,0,1,12.826,4.566,0.321,0.092,0,3.1575,0.4724,0.0775,0.0069,-0.0242
Daniel Rodriguez,WW,5,12.47,4,1,3,0,1,0,0,1,0.75,0.25,0,0.25,0,0,1,1,13.861,7.187,0.032,0,0,3.1312,2.8732,-0.2106,-0.0865,-0.0226
Derrick Minner,FLW,4,9.98,1,3,1,1,0,2,0,0,1,0,0,0,0.33,0.67,0,0.67,6.388,2.38,0.2,0.175,0.025,-3.2208,-1.2256,-0.0843,0.071,-0.0047
Tagir Ulanbekov,FLW,3,10.73,2,1,1,1,0,0,1,0,0.5,0,0.5,0.5,1,0,0,0,9.726,3.48,0.528,0.218,0,0.1172,-0.1256,0.2437,0.114,-0.0297
Nate Maness,BW,3,8.12,1,2,0,1,1,0,0,1,0,1,0,1,0.5,0,0.5,0.5,8.049,1.52,0.041,0.041,0.041,-2.864,-2.754,-0.2498,-0.0574,0.0146
Grant Dawson,LW,4,14.06,3,1,0,0,1,0,2,0,0,0.33,0.67,1,0,0,0,0,8.462,2.791,0.836,0.231,0.018,-1.9505,-1.2932,0.5318,0.1195,-0.0042
Mark Madsen,LW,3,14.03,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,8.982,3.612,0.095,0.071,0,-1.4305,-0.4722,-0.2092,-0.0405,-0.0222
Benito Lopez,BW,1,4.9,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.102,3.469,0,0,0,-5.811,-0.805,-0.2908,-0.0984,-0.0264
Liudvik Sholinian,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,11.067,3.733,0.133,0,0,0.154,-0.541,-0.1578,-0.0984,-0.0264
Johnny Munoz,BW,3,7.91,2,1,1,0,0,1,1,0,0.5,0,0.5,0.5,0,1,0,1,15.264,3.963,0.337,0.169,0,4.351,-0.311,0.0462,0.0706,-0.0264
Carlos Candelario,FLW,2,11.33,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,8.609,3.444,0.265,0.132,0,-0.9998,-0.1616,-0.0193,0.028,-0.0297
Josh Hadley,FLW,1,7.65,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,24.575,11.765,0,0,0,14.9662,8.1594,-0.2843,-0.104,-0.0297
Calvin Kattar,FW,4,20.03,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,14.176,5.254,0.112,0.025,0.012,3.1091,0.9222,-0.1517,-0.075,-0.0071
Tim Means,WW,3,12.16,1,2,1,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,10.996,3.318,0.384,0.165,0,0.2662,-0.9958,0.1414,0.0785,-0.0226
Max Griffin ,WW,4,11.83,3,1,2,1,1,0,0,0,0.67,0.33,0,0.33,1,0,0,0,9.063,4.627,0.211,0.085,0.085,-1.6668,0.3132,-0.0316,-0.0015,0.0624
Jared Vanderaa,HW,7,11.58,1,6,1,2,0,3,0,1,1,0,0,0,0.33,0.5,0.17,0.67,12.175,4.897,0.012,0,0,2.0951,0.8038,-0.1703,-0.0749,-0.0228
Josh Fremd ,MW,1,5.82,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,9.799,4.126,0.172,0,0,-0.3639,0.1233,-0.1076,-0.1067,-0.0155
Tresean Gore,MW,3,8.22,1,2,0,1,0,1,1,0,0,0,1,1,0.5,0.5,0,0.5,7.221,3.043,0.284,0.203,0,-2.9419,-0.9597,0.0044,0.0963,-0.0155
Khalil Rountree,LHW,4,10.73,3,1,1,1,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,12.839,4.614,0.023,0,0.07,3.1705,0.5204,-0.2205,-0.0851,0.0458
Phil Hawes,MW,5,9.6,3,2,2,0,1,1,0,1,0.67,0.33,0,0.33,0,0.5,0.5,1,13.558,5.706,0.375,0.167,0.021,3.3951,1.7033,0.0954,0.0603,0.0055
Andre Arlovski,HW,5,10.6,3,2,3,0,0,0,0,2,1,0,0,0,0,0,1,1,11.456,5.322,0,0,0,1.3761,1.2288,-0.1823,-0.0749,-0.0228
Marcos de Lima,HW,4,8.09,3,1,1,1,1,0,1,0,0.33,0.33,0.33,0.67,1,0,0,0,13.347,3.151,0.278,0.124,0.031,3.2671,-0.9422,0.0957,0.0491,0.0082
Joseph Holmes,MW,3,8.04,1,2,0,1,0,0,1,1,0,0,1,1,0.5,0,0.5,0.5,6.878,3.605,0.124,0.041,0.041,-3.2849,-0.3977,-0.1556,-0.0657,0.0255
Jun-Yong Park,MW,1,8.07,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.421,2.231,0.496,0.248,0,-0.7419,-1.7717,0.2164,0.1413,-0.0155
Chase Hooper,FW,3,9.84,1,2,0,1,1,1,0,0,0,1,0,1,0.5,0.5,0,0.5,11.919,3.42,0.542,0.237,0,0.8521,-0.9118,0.2783,0.137,-0.0191
Cody Durden,FLW,4,8.03,3,1,2,0,1,0,0,1,0.67,0.33,0,0.33,0,0,1,1,9.315,3.146,0.592,0.312,0.031,-0.2938,-0.4596,0.3077,0.208,0.0013
Carlos Mota,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.133,0.8,0,0,0,-5.4758,-2.8056,-0.2843,-0.104,-0.0297
Joshua Weems,BW,1,4.12,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,7.773,4.372,0.729,0.486,0,-3.14,0.098,0.4382,0.3876,-0.0264
Charles Oliveira,LW,4,7,3,1,0,0,1,0,2,1,0,0.33,0.67,1,0,0,1,1,10.578,5.217,0.357,0.036,0.107,0.1655,1.1328,0.0528,-0.0755,0.0848
Aljamain Sterling,BW,3,17.74,3,0,1,0,1,0,0,0,0.33,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.974,4.341,0.883,0.15,0,0.061,0.067,0.5922,0.0516,-0.0264
TJ Dillashaw ,BW,2,16.87,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,10.761,3.498,0.563,0.059,0,-0.152,-0.776,0.2722,-0.0394,-0.0264
Sean O'Malley,BW,5,11.25,4,1,1,0,3,0,0,0,0.25,0.75,0,0.75,0,0,0,0,13.436,8.246,0.018,0,0.071,2.523,3.972,-0.2728,-0.0984,0.0446
Beniel Dariush,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.2,3.933,0,0,0.067,-1.2125,-0.1512,-0.3042,-0.1115,0.0448
Belal Muhammad,WW,6,14.18,5,1,4,0,1,0,0,0,0.8,0.2,0,0.2,0,0,0,0,14.492,4.466,0.341,0.153,0,3.7622,0.1522,0.0984,0.0665,-0.0226
Sean Brady,WW,3,12.75,2,1,1,0,0,1,1,0,0.5,0,0.5,0.5,0,1,0,1,10.065,2.954,0.366,0.157,0,-0.6648,-1.3598,0.1234,0.0705,-0.0226
Makhmud Muradov,MW,3,11.6,1,2,0,1,1,0,0,1,0,1,0,1,0.5,0,0.5,0.5,10.92,3.822,0.115,0.057,0,0.7571,-0.1807,-0.1646,-0.0497,-0.0155
Caio Borralho,MW,3,14.64,3,0,3,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,5.599,1.411,0.182,0.137,0,-4.5639,-2.5917,-0.0976,0.0303,-0.0155
Volkan Oezdemir,LHW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,9.756,3.6,0.089,0.044,0,0.0875,-0.4936,-0.1545,-0.0411,-0.0242
Abubakar Nurmagomedov,WW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.933,3.333,0.3,0.067,0,-1.7968,-0.9808,0.0574,-0.0195,-0.0226
Gadzhi Omargadzhiev,MW,2,14.47,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.018,1.728,0.311,0.069,0,-2.1449,-2.2747,0.0314,-0.0377,-0.0155
Armen Petrosyan,MW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,13.556,6.133,0.022,0,0,3.3931,2.1303,-0.2576,-0.1067,-0.0155
AJ Dobson,MW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.267,3.667,0.1,0.1,0,-0.8959,-0.3357,-0.1796,-0.0067,-0.0155
