Name,Height,Reach,Stance
Mario Miranda,"6' 3""","74.0""",Orthodox
Vitor Miranda,"6' 1""","77.0""",Orthodox
Gabriel Miranda,"5' 11""","71.0""",Orthodox
Damir Mirenic,"6' 0""",--,Orthodox
Kazuo Misaki,"5' 8""",--,Orthodox
Toby Misech,"5' 8""",--,Southpaw
Dokonjonosuke Mishima,"5' 7""",--,Southpaw
Felix Lee Mitchell,--,--,Orthodox
David Mitchell,"6' 0""","75.0""",Orthodox
Danny Mitchell,"6' 2""",--,Orthodox
Brad Mitchell,"5' 11""",--,
Clay Mitchell,"6' 2""",--,
Bryce Mitchell,"5' 10""","70.0""",Southpaw
Maurice Mitchell,"5' 9""",--,Orthodox
Roman Mitichyan,"5' 10""",--,Orthodox
Matt Mitrione,"6' 3""","82.0""",Switch
Eiji Mitsuoka,"5' 7""",--,Southpaw
Hiromitsu Miura,"5' 9""","71.0""",Orthodox
Jonathan Mix,"6' 0""",--,
Tomoya Miyashita,"5' 7""",--,Southpaw
Kazuyuki Miyata,"5' 8""",--,Orthodox
Motoki Miyazawa,"5' 11""",--,Southpaw
Takeya Mizugaki,"5' 7""","69.0""",Orthodox
Tatsuya Mizuno,"6' 1""",--,Southpaw
Roxanne Modafferi,"5' 7""","69.0""",Orthodox
Bobby Moffett,"5' 10""","73.0""",Orthodox
Bronson Mohika,--,--,
Nate Mohr,"5' 9""","72.0""",Orthodox
Renato Moicano,"5' 11""","72.0""",Orthodox
Thiago Moises,"5' 9""","70.0""",Orthodox
Muhammad Mokaev,"5' 7""","70.0""",Orthodox
Ashkan Mokhtarian,"5' 6""","67.0""",Southpaw
Suman Mokhtarian,"5' 8""","72.0""",Orthodox
Dan Molina,"5' 10""",--,
Jeff Molina,"5' 6""","69.0""",Orthodox
Rudyard Moncayo,"5' 10""",--,Orthodox
Hidetaka Monma,"6' 0""",--,Orthodox
Jeff Monson,"5' 9""","74.0""",Orthodox
Darrell Montague,"5' 6""","67.0""",Southpaw
Andrew Montanez,--,--,
Augusto Montano,"6' 1""","73.0""",Orthodox
Erick Montano,"6' 0""","73.0""",Orthodox
Nicco Montano,"5' 5""","65.0""",Southpaw
Alberto Montes,"5' 7""",--,
Steve Montgomery,"6' 4""",--,Southpaw
James Moontasri,"5' 10""","71.0""",Switch
Homer Moore,"5' 10""",--,Orthodox
Todd Moore,"5' 9""","71.0""",Southpaw
Nate Moore,"6' 0""",--,
Dustin Moore,"5' 4""",--,
Taylor Moore,"5' 10""","70.0""",Southpaw
Sergio Moraes,"6' 0""","72.0""",Orthodox
Marlon Moraes,"5' 6""","67.0""",Orthodox
Sheymon Moraes,"5' 8""","72.0""",Orthodox
John Moraga,"5' 6""","66.0""",Orthodox
Ricardo Morais,"6' 8""",--,Orthodox
Leonardo Morales,"5' 8""",--,Southpaw
Albert Morales,"5' 9""","72.0""",Orthodox
Joseph Morales,"5' 6""","69.0""",Switch
Vince Morales,"5' 9""","70.0""",Orthodox
Omar Morales,"5' 11""","73.0""",Orthodox
Michael Morales,"6' 0""","79.0""",Orthodox
Sarah Moras,"5' 7""","67.0""",Orthodox
Christian Morecraft,"6' 6""","81.0""",Orthodox
Joe Moreira,"5' 11""",--,Southpaw
Richardson Moreira,"6' 2""",--,Orthodox
Gisele Moreira,"5' 6""",--,Orthodox
Vinicius Moreira,"6' 4""","76.0""",Orthodox
Jesse Moreng,"5' 7""",--,Orthodox
Brandon Moreno,"5' 7""","70.0""",Orthodox
Mike Moreno,"6' 0""",--,
Dan Moret,"6' 0""","73.0""",Southpaw
Sammy Morgan,"5' 10""",--,Orthodox
Peggy Morgan,"6' 1""",--,
Alexander Morgan,"5' 10""","71.0""",Orthodox
Alex Morono,"5' 11""","72.0""",Orthodox
Maryna Moroz,"5' 7""","67.0""",Orthodox
Sergey Morozov,"5' 6""","67.0""",Orthodox
Brad Morris,"6' 2""",--,Orthodox
Scott Morris,"5' 10""",--,Orthodox
Anthony Morrison,"5' 7""",--,Orthodox
Jack Morrison,"5' 11""",--,
Harry Moskowitz,"6' 5""",--,Orthodox
Carlos Mota,"5' 4""","69.0""",Orthodox
Juan Mott,"6' 0""",--,Switch
Nikolas Motta,"5' 9""","70.0""",Orthodox
Flavio Luiz Moura,"5' 11""",--,Open Stance
Gegard Mousasi,"6' 2""","76.0""",Orthodox
Kris Moutinho,"5' 7""","68.0""",Southpaw
Kin Moy,"5' 5""",--,
Jamie Moyle,"5' 1""","65.0""",Orthodox
Askar Mozharov,"6' 3""","74.0""",Orthodox
Garrett Mueller,"5' 9""",--,
Lauren Mueller,"5' 5""","67.0""",Orthodox
Belal Muhammad,"5' 11""","72.0""",Orthodox
Fazlo Mulabitinovic,--,--,
Quinn Mulhern,"6' 3""",--,Orthodox
James Mulheron,"5' 10""","73.0""",Orthodox
Jamie Mullarkey,"6' 0""","74.0""",Orthodox
Jim Mullen,"6' 1""",--,Southpaw
Pedro Munhoz,"5' 6""","65.0""",Orthodox
Andre Muniz,"6' 1""","78.0""",Southpaw
Mark Munoz,"6' 0""","71.0""",Orthodox
Alexander Munoz,"5' 9""","72.0""",Switch
Johnny Munoz,"5' 9""","71.0""",Orthodox
Andy Murad,"5' 9""",--,
Olivier Murad,"5' 10""","72.0""",Southpaw
Makhmud Muradov,"6' 2""","75.0""",Orthodox
Kazunari Murakami,"6' 1""",--,Orthodox
Ryuichi Murata,"5' 8""",--,Orthodox
Kanako Murata,"5' 1""","62.0""",Orthodox
Ailiya Muratbek,--,--,
Vince Murdock,"5' 6""","64.0""",Orthodox
Samandar Murodov,"6' 1""","75.0""",Orthodox
Tom Murphy,"6' 2""",--,Southpaw
Ian Murphy,"6' 1""",--,Orthodox
Jon Murphy,"6' 3""",--,Orthodox
Lauren Murphy,"5' 5""","67.0""",Orthodox
Patrick Murphy,"6' 0""",--,
Lerone Murphy,"5' 9""","73.0""",Orthodox
Lee Murray,"6' 3""",--,Orthodox
Jesse Murray,"6' 3""","78.0""",Orthodox
Khalid Murtazaliev,"6' 0""","76.0""",Orthodox
Azamat Murzakanov,"5' 10""","71.0""",Southpaw
Nicholas Musoke,"6' 0""","75.0""",Orthodox
Andre Mussi,"6' 3""",--,Orthodox
Magomed Mustafaev,"5' 8""","71.0""",Orthodox
Max Mustaki,"6' 0""",--,Orthodox
Elvis Mutapcic,"6' 0""","72.0""",Orthodox
Fiona Muxlow,"5' 4""",--,
Ho Bae Myeon,"5' 11""",--,Orthodox
Katsuhiko Nagata,"5' 7""",--,Southpaw
Yuji Nagata,"6' 0""",--,Orthodox
Greg Nagy,"6' 1""",--,Orthodox
Logan Nail,--,--,
Muhammad Naimov,"5' 9""","70.0""",Orthodox
Yukiya Naito,"6' 1""",--,Orthodox
Andrews Nakahara,"6' 1""",--,Orthodox
Rin Nakai,"5' 1""",--,Orthodox
Kazuhiro Nakamura,"5' 11""","70.0""",Orthodox
Keita Nakamura,"5' 11""","73.0""",Southpaw
Daisuke Nakamura,"5' 7""",--,Orthodox
Yusaku Nakamura,"5' 5""",--,
Rinya Nakamura,"5' 7""","68.0""",Southpaw
Jutaro Nakao,"5' 9""",--,Southpaw
Yoshihiro Nakao,"6' 0""",--,Southpaw
Yui Chul Nam,"5' 9""",--,Orthodox
Tyson Nam,"5' 7""","68.0""",Orthodox
Rose Namajunas,"5' 5""","65.0""",Orthodox
Yasuhito Namekawa,"5' 9""",--,Orthodox
Nad Narimani,"5' 8""","70.0""",Orthodox
Roger Narvaez,"6' 3""",--,Southpaw
Fabio Nascimento,"5' 10""",--,Orthodox
Allan Nascimento,"5' 8""","69.0""",Orthodox
Rodrigo Nascimento,"6' 2""","80.0""",Orthodox
Bobby Nash,"6' 0""","74.0""",Orthodox
Reza Nasri,"5' 11""",--,Orthodox
Nasrudin Nasrudinov,"6' 0""","71.0""",Orthodox
Pawel Nastula,"6' 0""",--,Southpaw
Rafael Natal,"6' 0""","77.0""",Orthodox
Kevin Natividad,"5' 6""","70.0""",Orthodox
Ismail Naurdiev,"5' 10""","74.0""",Orthodox
Danny Navarro,"5' 10""",--,
Marcio Navarro,"6' 0""",--,
Tafon Nchukwi,"6' 0""","77.0""",Orthodox
Dustin Neace,"5' 9""",--,
Josh Neal,"6' 0""",--,
Joe Neal,"5' 6""",--,
Geoff Neal,"5' 11""","75.0""",Southpaw
Stanislav Nedkov,"5' 11""","71.0""",Orthodox
Josh Neer,"5' 11""","72.0""",Orthodox
Nicolae Negumereanu,"6' 0""","78.0""",Orthodox
Steve Nelmark,"6' 0""",--,Orthodox
Shane Nelson,"5' 9""","70.0""",Southpaw
Roy Nelson,"6' 0""","73.0""",Orthodox
Gunnar Nelson,"5' 11""","72.0""",Switch
Kyle Nelson,"5' 11""","71.0""",Switch
Lissette Neri,"5' 2""",--,
Mario Neto,"6' 0""",--,Orthodox
Antonio Braga Neto,"6' 3""","77.0""",Orthodox
Eduardo Neves,"6' 2""","78.0""",Orthodox
Julio Cesar Neves Jr.,"5' 8""",--,
Nick Newell,"5' 10""",--,Southpaw
Journey Newson,"5' 5""","67.0""",Orthodox
Jeff Newton,"6' 2""",--,Sideways
Carlos Newton,"5' 9""",--,Orthodox
Emanuel Newton,"6' 1""",--,
Francis Ngannou,"6' 4""","83.0""",Orthodox
Ben Nguyen,"5' 5""","65.0""",Switch
Steven Nguyen,"5' 11""","73.0""",Switch
Alex Nicholson,"6' 4""","77.0""",Orthodox
Bo Nickal,"6' 1""","76.0""",Southpaw
Mike Nickels,"6' 4""",--,Orthodox
Matheus Nicolau,"5' 6""","66.0""",Orthodox
Jaimelene Nievera,"5' 5""",--,Orthodox
Khomkrit Niimi,"5' 2""",--,
Tom Niinimaki,"5' 9""","69.0""",Orthodox
Ramsey Nijem,"5' 11""","75.0""",Orthodox
Hans Nijman,"6' 0""",--,Switch
Jack Nilson,--,--,
Mats Nilsson,"6' 1""",--,Orthodox
Guangyou Ning,"5' 4""","64.0""",Southpaw
Soichi Nishida,"5' 11""",--,Orthodox
Yosuke Nishijima,"5' 9""",--,Orthodox
Yamato Nishikawa,"5' 7""",--,Orthodox
Akiyo Nishiura,"5' 8""",--,Southpaw
Anthony Njokuani,"6' 1""","75.0""",Orthodox
Chidi Njokuani,"6' 3""","80.0""",Orthodox
Derrick Noble,"5' 9""",--,Southpaw
Kyle Noblitt,"6' 2""",--,
Pedro Nobre,"5' 5""",--,
Jacob Noe,--,--,
Antonio Rodrigo Nogueira,"6' 3""","77.0""",Orthodox
Rogerio Nogueira,"6' 2""","75.0""",Southpaw
Alexandre Franca Nogueira,"5' 7""",--,Orthodox
Talita Nogueira,"5' 10""",--,
Kyle Noke,"6' 1""","76.0""",Southpaw
Nick Nolte,"6' 0""",--,
KJ Noons,"5' 10""","70.0""",Orthodox
Sage Northcutt,"6' 0""","71.0""",Orthodox
Jan Nortje,"6' 1""",--,Southpaw
Scott Norton,"5' 10""",--,Orthodox
Shohei Nose,"5' 6""","68.0""",Switch
Jonatas Novaes,"5' 11""",--,
Jason Novelli,"6' 0""",--,Orthodox
Phillipe Nover,"5' 9""","72.0""",Orthodox
Shayilan Nuerdanbieke,"5' 8""","69.0""",Orthodox
Diego Nunes,"5' 6""","67.0""",Orthodox
Amanda Nunes,"5' 8""","69.0""",Orthodox
Nina Nunes,"5' 5""","64.0""",Orthodox
Istela Nunes,"5' 4""","66.0""",Orthodox
Josiane Nunes,"5' 2""","67.0""",Southpaw
Khabib Nurmagomedov,"5' 10""","70.0""",Orthodox
Said Nurmagomedov,"5' 8""","70.0""",Orthodox
Abubakar Nurmagomedov,"5' 11""","72.0""",Orthodox
Umar Nurmagomedov,"5' 8""","69.0""",Orthodox
Kennedy Nzechukwu,"6' 5""","83.0""",Southpaw
Jake O'Brien,"6' 3""","76.0""",Orthodox
TJ O'Brien,"6' 2""",--,Orthodox
Sean O'Connell,"6' 1""","74.0""",Orthodox
Dan O'Connor,"5' 4""",--,
Sean O'Haire,"6' 5""",--,Orthodox
Sean O'Malley,"5' 11""","72.0""",Switch
Jeremiah O'Neal,"5' 8""",--,
Chuck O'Neil,"6' 2""",--,
Casey O'Neill,"5' 6""","69.0""",Orthodox
Brendan O'Reilly,"5' 7""","69.0""",Orthodox
Takahiro Oba,"5' 8""",--,Southpaw
Nobuhiro Obiya,"5' 8""",--,Orthodox
Christian Ocon,"5' 8""","69.0""",Orthodox
Richard Odoms,"6' 5""",--,Orthodox
Volkan Oezdemir,"6' 2""","75.0""",Orthodox
Naoya Ogawa,"6' 4""",--,Orthodox
Trey Ogden,"5' 11""","72.0""",Orthodox
Andy Ogle,"5' 8""","69.0""",Orthodox
Ho Taek Oh,--,--,
Michiyoshi Ohara,"5' 10""",--,Orthodox
Koji Oishi,"5' 8""",--,Orthodox
Takayuki Okada,"6' 1""",--,Orthodox
Yushin Okami,"6' 2""","75.0""",Southpaw
JJ Okanovich,"5' 11""","76.0""",Orthodox
Kazuki Okubo,"5' 11""",--,Orthodox
Masakatsu Okuda,--,--,
Aleksei Oleinik,"6' 2""","80.0""",Orthodox
Michal Oleksiejczuk,"6' 0""","74.0""",Southpaw
Rafaello Oliveira,"5' 8""","71.0""",Orthodox
Charles Oliveira,"5' 10""","74.0""",Orthodox
Jorge Oliveira,"6' 1""",--,
Ednaldo Oliveira,"6' 5""",--,Orthodox
Alex Oliveira,"5' 11""","76.0""",Orthodox
Maria Oliveira,"5' 6""","69.0""",Orthodox
Bruno Oliveira,"6' 4""","80.0""",Orthodox
Saimon Oliveira,"5' 4""","72.0""",Orthodox
Wendell Oliveira Marques,"5' 10""",--,Orthodox
Felipe Olivieri,"5' 9""",--,Orthodox
Andy Ologun,"6' 0""",--,Orthodox
Shana Olsen,"5' 7""",--,
Casey Olson,"5' 7""",--,Orthodox
Dennis Olson,"6' 0""",--,
Cameron Olson,"6' 1""","75.0""",Orthodox
Gadzhi Omargadzhiev,"6' 1""","71.0""",Switch
Alan Omer,"5' 10""",--,Orthodox
Daniel Omielanczuk,"6' 0""","74.0""",Southpaw
Michihiro Omigawa,"5' 6""","68.0""",Orthodox
David Onama,"5' 11""","74.0""",Orthodox
Charlie Ontiveros,"6' 2""","74.0""",Switch
Chibwikem Onyenegecha,"6' 3""",--,Orthodox
Sam Oropeza,"6' 2""",--,
Brian Ortega,"5' 8""","69.0""",Switch
Tito Ortiz,"6' 3""","74.0""",Orthodox
Jorge Ortiz,"6' 0""",--,Orthodox
Dustin Ortiz,"5' 5""","65.0""",Orthodox
Kenji Osawa,"5' 7""","66.0""",Orthodox
Ode Osbourne,"5' 7""","73.0""",Southpaw
Kurt Osiander,--,--,
Nick Osipczak,"6' 2""","76.0""",Orthodox
Nissen Osterneck,"6' 2""",--,Orthodox
Rachael Ostovich,"5' 3""","62.0""",Orthodox
Pedro Otavio,"6' 3""",--,Orthodox
Alexander Otsuka,"6' 1""",--,Orthodox
Takafumi Otsuka,"5' 6""",--,Orthodox
Zak Ottow,"5' 11""","72.0""",Orthodox
Artur Oumakhanov,"5' 7""",--,Orthodox
Sidney Outlaw,"5' 8""","74.0""",Orthodox
Alistair Overeem,"6' 4""","80.0""",Orthodox
Valentijn Overeem,"6' 3""",--,Orthodox
Craig Oxley,"5' 9""",--,
Shungo Oyama,"5' 11""",--,Southpaw
Alptekin Ozkilic,"5' 5""","65.0""",Orthodox
Raquel Pa'aluhi,"5' 7""",--,
Nick Pace,"5' 7""","68.0""",Orthodox
Larissa Pacheco,"5' 7""",--,Orthodox
Teemu Packalen,"6' 1""","75.0""",Orthodox
George Pacurariu,"5' 7""",--,
Cyrillo Padilha,"5' 11""",--,
Gary Padilla,"5' 11""",--,
Fernando Padilla,"6' 1""",--,
Damacio Page,"5' 6""","66.0""",Orthodox
Michael Page,"6' 2""",--,
Dustin Pague,"5' 9""","74.0""",Orthodox
Josh Paiva,"5' 6""",--,
Raulian Paiva,"5' 8""","69.0""",Orthodox
Dinis Paiva Jr.,"5' 9""","71.0""",Southpaw
Fredson Paixao,"5' 6""","66.0""",Orthodox
Jose Palacios,"5' 9""",--,Orthodox
Ricky Palacios,"5' 6""",--,Orthodox
Bart Palaszewski,"5' 9""","70.0""",Orthodox
Sasha Palatnikov,"6' 1""","72.0""",Switch
Soa Palelei,"6' 4""","81.0""",Orthodox
Rousimar Palhares,"5' 8""","71.0""",Orthodox
Tulio Palhares,--,--,
Stephen Palling,"5' 4""",--,
Eduardo Pamplona,"5' 11""",--,
Alexandre Pantoja,"5' 5""","67.0""",Orthodox
Jared Papazian,"5' 8""","67.0""",Southpaw
Kathryn Paprocki,"5' 3""","63.0""",Orthodox
Joe Pardo,"6' 1""",--,Southpaw
Bryan Pardoe,"6' 1""",--,Orthodox
Remco Pardoel,"6' 3""",--,Southpaw
Ido Pariente,"5' 8""",--,Orthodox
Josh Parisian,"6' 4""","79.0""",Orthodox
Karo Parisyan,"5' 10""","72.0""",Orthodox
Won Sik Park,"5' 11""",--,Orthodox
Jun Yong Park,"5' 10""","73.0""",Orthodox
Harvey Park,"6' 0""","70.0""",Orthodox
HyunSung Park,"5' 7""","66.0""",Orthodox
Norman Parke,"5' 11""","70.0""",Southpaw
Ryan Parker,"6' 3""",--,Southpaw
Larry Parker,"5' 11""",--,Orthodox
Tyra Parker,"5' 5""",--,Orthodox
Mick Parkin,"6' 4""","79.0""",Orthodox
Willie Parks,"5' 10""",--,
Jordan Parsons,"5' 9""",--,
Preston Parsons,"5' 11""","71.0""",Orthodox
Jonny Parsons,"5' 9""","69.0""",Orthodox
Onassis Parungao,"5' 11""",--,
Ramona Pascual,"5' 7""","66.0""",Southpaw
Billy Pasulatan,--,--,
Jhonoven Pati,"6' 1""","75.0""",Switch
Wendris Patilima,--,--,
Jorge Patino,"5' 8""",--,Orthodox
Russell Patrick,"5' 9""",--,
Claude Patrick,"5' 11""","75.0""",Orthodox
Alan Patrick,"5' 11""","74.0""",Southpaw
Michael Patt,"6' 0""",--,Orthodox
Justin Patterson,"5' 10""",--,
Sam Patterson,"6' 3""","78.0""",Orthodox
Zac Pauga,"6' 2""","76.0""",Orthodox
Julio Paulino,"6' 0""",--,Orthodox
Thomas Paull,"5' 7""","67.0""",Orthodox
Sergei Pavlovich,"6' 3""","84.0""",Southpaw
Pawel Pawlak,"6' 0""","73.0""",Orthodox
Estevan Payan,"5' 10""",--,Orthodox
Sarah Payant,"5' 4""",--,
Roland Payne,"5' 9""",--,Orthodox
Jonathan Pearce,"6' 0""","71.0""",Switch
Joe Pearson,"5' 10""",--,Orthodox
Ross Pearson,"5' 8""","69.0""",Orthodox
Andre Pederneiras,"5' 8""",--,Orthodox
Carlo Pedersoli Jr.,"5' 11""","75.0""",Southpaw
Matt Pedro,--,--,
Tyson Pedro,"6' 3""","79.0""",Orthodox
Trevor Peek,"5' 9""","70.0""",Switch
Willie Peeters,"5' 9""",--,Orthodox
Filip Pejic,"5' 8""",--,Orthodox
Kurt Pellegrino,"5' 8""","70.0""",Orthodox
Yan Pellerin,"5' 11""",--,Orthodox
Julianna Pena,"5' 6""","69.0""",Orthodox
Luis Pena,"6' 3""","75.0""",Southpaw
Matej Penaz,"6' 3""","83.0""",Southpaw
Sherman Pendergarst,"6' 1""",--,Orthodox
Drew Pendleton,--,--,
Cathal Pendred,"6' 1""","75.0""",Orthodox
BJ Penn,"5' 9""","70.0""",Orthodox
Jessica Penne,"5' 5""","67.0""",Orthodox
Nick Penner,"6' 4""",--,Southpaw
Justin Pennington,"5' 4""",--,
Raquel Pennington,"5' 7""","67.0""",Orthodox
Jerron Peoples,"6' 0""",--,
Godofredo Pepey,"5' 7""","73.0""",Orthodox
Ray Perales,"5' 10""",--,Orthodox
Robert Peralta,"5' 8""","71.0""",Orthodox
Viviane Pereira,"5' 1""","63.0""",Orthodox
Michel Pereira,"6' 1""","73.0""",Orthodox
Alex Pereira,"6' 4""","79.0""",Orthodox
Daniel Pereira,"5' 10""",--,
Rolando Perez,"5' 8""",--,Orthodox
Philip Perez,"5' 5""",--,Southpaw
Erik Perez,"5' 8""","68.0""",Orthodox
Alejandro Perez,"5' 6""","67.0""",Orthodox
Frankie Perez,"5' 11""","73.0""",Orthodox
Jose Perez,--,--,
Alex Perez,"5' 6""","65.0""",Orthodox
Markus Perez,"6' 1""","73.0""",Orthodox
Ailin Perez,"5' 5""","66.0""",Switch
Anthony Perosh,"6' 3""","75.0""",Orthodox
Thiago Perpetuo,"5' 10""",--,Orthodox
Hernani Perpetuo,"6' 0""",--,Orthodox
Jay Perrin,"5' 7""","67.0""",Switch
Mike Perry,"5' 10""","71.0""",Orthodox
Raphael Pessoa,"6' 3""","78.0""",Orthodox
Viktor Pesta,"6' 3""","77.0""",Orthodox
Leiticia Pestova,"5' 6""",--,Orthodox
Tony Petarra,"5' 11""",--,Orthodox
Tommy Petersen,--,--,
Cory Peterson,"6' 11""",--,Orthodox
Steven Peterson,"5' 10""","70.0""",Orthodox
Vitor Petrino,"6' 2""","77.0""",Orthodox
Andre Petroski,"6' 0""","73.0""",Switch
Armen Petrosyan,"6' 3""","71.0""",Orthodox
Seth Petruzelli,"6' 0""","76.0""",Orthodox
Peter Petties,"5' 11""","72.0""",Southpaw
Anthony Pettis,"5' 10""","72.0""",Orthodox
Sergio Pettis,"5' 6""","69.0""",Orthodox
Forrest Petz,"5' 9""","71.0""",Orthodox
Dino Pezao,--,--,Orthodox
Cody Pfister,"5' 10""","73.0""",Orthodox
Nam Phan,"5' 6""","70.0""",Orthodox
Constantinos Philippou,"5' 11""","73.0""",Orthodox
Wayne Phillips,--,--,
Dave Phillips,"6' 0""",--,Orthodox
Aaron Phillips,"5' 9""","71.0""",Southpaw
Elizabeth Phillips,"5' 6""","65.0""",Orthodox
John Phillips,"5' 11""","75.0""",Southpaw
Kyler Phillips,"5' 8""","72.0""",Orthodox
Nick Pica,"5' 10""",--,
Adam Piccolotti,"5' 11""",--,
Vinc Pichel,"5' 10""","72.0""",Orthodox
Brad Pickett,"5' 6""","68.0""",Orthodox
Jamie Pickett,"6' 2""","80.0""",Orthodox
Oskar Piechota,"6' 0""","76.0""",Southpaw
Nick Piedmont,"5' 10""",--,
Mike Pierce,"5' 8""","71.0""",Orthodox
Joao Pierini,"6' 1""",--,Switch
Sean Pierson,"6' 0""","76.0""",Southpaw
Domingo Pilarte,"6' 0""","73.0""",Southpaw
Paddy Pimblett,"5' 10""","73.0""",Orthodox
Daniel Pineda,"5' 7""","69.0""",Orthodox
Jesus Pinedo,"5' 10""",--,Southpaw
Pingyuan Liu,"5' 6""","72.0""",Orthodox
Luana Pinheiro,"5' 2""","62.0""",Orthodox
Gaetano Pirrello,"5' 7""","65.0""",Orthodox
Maki Pitolo,"5' 10""","75.0""",Orthodox
Dmitry Poberezhets,"6' 3""",--,
Jamal Pogues,"6' 3""","77.0""",Orthodox
Ross Pointon,"5' 8""",--,Orthodox
Dustin Poirier,"5' 9""","72.0""",Southpaw
Igor Pokrajac,"6' 0""","74.0""",Orthodox
John Polakowski,"5' 10""",--,Orthodox
Julia Polastri,"5' 2""","63.0""",Orthodox
Brandon Polcare,--,--,
Mike Polchlopek,"6' 4""",--,Orthodox
Santiago Ponzinibbio,"6' 0""","73.0""",Orthodox
Grigory Popov,"5' 7""","68.0""",Switch
Alexander Poppeck,"6' 2""",--,Orthodox
Felipe Portela,--,--,
Parker Porter,"6' 0""","75.0""",Orthodox
Ihor Potieria,"6' 3""","75.0""",Southpaw
Callan Potter,"6' 0""","72.0""",Orthodox
Dylan Potter,"6' 2""","77.0""",Switch
Ruan Potts,"6' 2""","75.0""",Orthodox
Devin Powell,"6' 0""","73.0""",Orthodox
Marcin Prachnio,"6' 3""","74.0""",Orthodox
Wagner Prado,"6' 0""","74.0""",Southpaw
Francisco Prado,"5' 10""","69.0""",Orthodox
Trevor Prangley,"6' 1""","75.0""",Orthodox
Ricardo Prasel,"6' 7""","78.0""",Orthodox
Carlo Prater,"5' 11""","72.0""",Switch
Michel Prazeres,"5' 6""","67.0""",Orthodox
Philip Preece,"5' 8""",--,Orthodox
Kyle Prepolec,"5' 10""","70.0""",Southpaw
Dorian Price,"6' 3""",--,Southpaw
Chris Price,"6' 2""",--,Southpaw
Niko Price,"6' 0""","76.0""",Orthodox
Shane Primm,"6' 3""",--,Orthodox
Brent Primus,"5' 10""",--,
Jiri Prochazka,"6' 3""","80.0""",Orthodox
Lara Procopio,"5' 4""","67.0""",Orthodox
Joe Proctor,"5' 10""","72.0""",Orthodox
Cole Province,"5' 9""","68.0""",Orthodox
Daniel Puder,"6' 3""",--,Orthodox
Lucie Pudilova,"5' 8""","67.0""",Orthodox
Claudio Puelles,"5' 10""","72.0""",Southpaw
Juan Puerta,"5' 9""","71.0""",Southpaw
Bubba Pugh,"5' 10""",--,
Juan Manuel Puig,"5' 9""",--,Orthodox
Hugh Pulley,"6' 0""",--,
Josh Pulsifer,"5' 10""",--,
Jens Pulver,"5' 7""","70.0""",Southpaw
CM Punk,"6' 1""","73.0""",Orthodox
Joe Pyfer,"6' 2""","75.0""",Orthodox
Mike Pyle,"6' 0""","74.0""",Orthodox
Qiu Lun,"5' 8""","66.0""",Southpaw
Bao Quach,"5' 3""",--,Orthodox
Gary Quan,"5' 8""",--,
Billy Quarantillo,"5' 10""","70.0""",Orthodox
Nate Quarry,"6' 0""","72.0""",Open Stance
Vinicius Queiroz,"6' 7""",--,
Jimmy Quinlan,"6' 0""",--,Orthodox
Josh Quinlan,"6' 0""","72.0""",Orthodox
Ryan Quinn,"5' 8""",--,
Michel Quinones,"5' 10""","73.0""",Orthodox
Landon Quinones,"5' 9""",--,Southpaw
Jose Quinonez,"5' 8""","69.0""",Southpaw
Cristian Quinonez,"5' 8""","70.0""",Orthodox
Benji Radach,"5' 10""",--,Orthodox
Jordan Radev,"5' 7""",--,Southpaw
Loik Radzhabov,"5' 11""","69.0""",Orthodox
Gilbert Rael,"5' 8""",--,
Josh Rafferty,"6' 0""",--,Orthodox
Amir Rahnavardi,"6' 0""",--,Orthodox
Ricky Rainey,"6' 1""","77.0""",Switch
Shavkat Rakhmonov,"6' 1""","77.0""",Orthodox
Aleksandar Rakic,"6' 4""","78.0""",Orthodox
Jessica Rakoczy,"5' 7""",--,Orthodox
Thomas Ramirez,"6' 1""",--,Sideways
Hector Ramirez,"6' 0""",--,Orthodox
Matt Ramirez,"5' 5""",--,
Steve Ramirez,"5' 7""",--,
Amador Ramirez,--,--,
Andrew Ramm,"6' 1""",--,
Ian Rammel,"6' 0""",--,
Luis Ramos,"5' 8""",--,Orthodox
Ricardo Ramos,"5' 9""","72.0""",Orthodox
Davi Ramos,"5' 6""","70.0""",Orthodox
Vernon Ramos Ho,"5' 6""",--,Orthodox
Kevin Randleman,"5' 10""",--,Orthodox
Raou Raou,"5' 8""",--,Orthodox
Mitch Raposo,"5' 5""","64.0""",Switch
Hussain Rasouli,"5' 6""",--,
David Rasouri,"5' 7""",--,
Ed Ratcliff,"5' 10""","71.0""",Orthodox
Bec Rawlings,"5' 6""","64.0""",Orthodox
Gideon Ray,"5' 10""",--,Southpaw
Joe Ray,--,--,
Stevie Ray,"5' 10""","70.0""",Southpaw
Keenan Raymond,--,--,
Iony Razafiarison,"5' 3""",--,
Abdul Razak Alhassan,"5' 10""","73.0""",Orthodox
Antony Rea,"6' 0""",--,Orthodox
Mateusz Rebecki,"5' 7""","66.0""",Southpaw
Rafael Rebello,"5' 5""","67.0""",Orthodox
Greg Rebello,"6' 0""","73.0""",Southpaw
Paul Redmond,"5' 10""",--,Orthodox
Dennis Reed,--,--,Orthodox
Karl Reed,"6' 3""","78.0""",Orthodox
Elise Reed,"5' 3""","63.0""",Orthodox
John Reedy,"5' 8""",--,
Johnny Rees,"6' 0""",--,Orthodox
James Reese,"5' 9""",--,
Stephen Regman,"5' 11""","76.0""",Orthodox
