Name,Weight Class,Height,Reach,Stance,Total Fights,Wins,Losses,Strikes Thrown Per Minute,Sig Strikes Per Minute,Sig Strikes Absorbed per Minute,KD/Min,Knockdowns Suffered per Minute,Cntrl Proportion,Time Controlled,TDL/Min,Takedowns Suffered per Minute,TDA/Min,Takedowns Faced per Minute,TD Accuracy,Opp TD Accuracy,Head Strikes Per Minute,Body Strikes Per Minute,Leg Strikes Per Minute,Headstrikes Suffered per Minute,Bodystrikes Suffered per Minute,Legstrikes Suffered per Minute,,,,,,Decision Losses,Decision Wins,KO/TKO Wins,KO/TKO Losses,Submission Losses,Submission Wins
Robert Whittaker,MW,"6' 0""","73.0""",Orthodox,3,2,1,8.354,4.354,2.677,0.000,0.015,0.126,54,0.138,0.015,0.277,0.092,0.5,0.166666667,3.108,0.415,0.831,1.431,0.431,0.815,,,,,,1,2,0,0,0,0
Alessio Di Chirico,MW,"6' 0""","74.0""",Orthodox,3,1,2,11.443,3.814,4.621,0.073,0.147,0.077,1,0.000,0.000,0.293,0.000,0,No TD Att,2.567,0.807,0.440,2.934,0.954,0.733,,,,,,,0,1,2,0,0
William Gomis,FW,"6' 0""","73.0""",Southpaw,1,1,0,8.067,2.133,1.333,0.000,0.000,0.538,14,0.200,0.000,0.333,0.133,0.6,0,0.933,0.667,0.533,0.667,0.533,0.133,,,,,,,1,0,0,0,0
Jarno Errens,FW,"5' 11""","73.0""",Orthodox,1,0,1,4.267,1.333,2.133,0.000,0.000,0.016,484,0.000,0.200,0.133,0.333,0,0.6,0.667,0.533,0.133,0.933,0.667,0.533,,,,,,1,0,0,0,0,0
Charles Jourdain,FW,"5' 9""","69.0""",Switch,6,3,3,15.417,7.082,5.068,0.040,0.000,0.110,930,0.013,0.160,0.080,0.320,0.166666667,0.5,4.241,1.907,0.934,2.654,1.200,1.214,,,,,,2,1,1,0,1,1
Nathaniel Wood,FW,"5' 6""","69.0""",Orthodox,2,2,0,13.333,6.467,4.567,0.000,0.000,0.197,76,0.200,0.100,0.300,0.367,0.666666667,0.272727273,4.100,0.600,1.767,2.567,1.567,0.433,,,,,,,2,0,0,0,0
Abus Magomedov,MW,"6' 2""","78.0""",Orthodox,1,1,0,22.105,22.105,0.000,3.158,0.000,0.105,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,18.947,3.158,0.000,0.000,0.000,0.000,,,,,,,0,1,0,0,0
Dustin Stoltzfus,MW,"6' 0""","75.0""",Orthodox,4,1,3,11.298,3.185,2.961,0.000,0.025,0.296,326,0.149,0.100,0.299,0.124,0.5,0.8,2.090,0.498,0.597,2.265,0.324,0.373,,,,,,,1,0,1,2,0
John Makdessi,LW,"5' 8""","68.0""",Orthodox,2,1,1,15.100,6.567,5.867,0.000,0.033,0.007,109,0.000,0.067,0.000,0.233,No TD Att,0.285714286,3.267,1.700,1.600,3.867,1.367,0.633,,,,,,1,1,0,0,0,0
Nasrat Haqparast,LW,"5' 10""","72.0""",Southpaw,4,2,2,11.150,4.433,6.433,0.017,0.000,0.011,445,0.033,0.050,0.100,0.183,0.333333333,0.272727273,2.767,1.450,0.217,3.933,1.433,1.067,,,,,,2,2,0,0,0,0
Fares Ziam,LW,"6' 1""","75.0""",Orthodox,3,2,1,8.949,3.107,2.020,0.000,0.000,0.213,407,0.093,0.062,0.218,0.342,0.428571429,0.181818182,1.802,0.653,0.653,1.056,0.653,0.311,,,,,,,2,0,0,1,0
Michal Figlak,LW,"5' 10""","70.0""",Orthodox,1,0,1,8.400,1.867,4.000,0.000,0.000,0.106,408,0.067,0.200,0.333,0.467,0.2,0.428571429,0.867,0.600,0.400,2.267,0.867,0.867,,,,,,1,0,0,0,0,0
Benoit Saint Denis,WW,"5' 11""","73.0""",Southpaw,3,2,1,11.940,4.366,6.716,0.112,0.000,0.408,140,0.224,0.037,0.746,0.261,0.3,0.142857143,2.948,1.045,0.373,4.179,1.828,0.709,,,,,,1,0,1,0,0,1
Gabriel Miranda,LW,"5' 11""","71.0""",Orthodox,1,0,1,10.063,3.797,7.975,0.000,0.570,0.063,197,0.190,0.190,0.570,0.190,0.333333333,1,2.468,1.329,0.000,6.646,0.949,0.380,,,,,,,0,0,1,0,0
Khalid Taha,BW,"5' 5""","69.0""",Orthodox,2,0,2,10.137,2.137,3.781,0.000,0.000,0.000,516,0.000,0.329,0.055,0.877,0,0.375,0.767,0.712,0.658,3.397,0.110,0.274,,,,,,1,0,0,1,0,0
Cristian Quinonez,BW,"5' 8""","70.0""",Orthodox,1,1,0,14.462,5.846,1.846,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,5.231,0.000,0.615,1.538,0.308,0.000,,,,,,,0,1,0,0,0
Paulo Costa,LHW,"6' 1""","72.0""",Orthodox,2,1,1,10.150,5.900,6.025,0.000,0.000,0.156,254,0.075,0.050,0.075,0.225,1,0.222222222,2.975,2.500,0.425,4.425,1.400,0.200,,,,,,1,1,0,0,0,0
Luke Rockhold,MW,"6' 3""","77.0""",Southpaw,1,0,1,5.200,3.400,4.867,0.000,0.000,0.052,328,0.067,0.133,0.267,0.133,0.25,1,1.533,1.533,0.333,2.467,2.200,0.200,,,,,,1,0,0,0,0,0
Jose Aldo ,BW,,,,2,1,1,10.500,5.067,4.400,0.000,0.000,0.170,10,0.000,0.000,0.533,0.000,0,No TD Att,2.833,1.767,0.467,1.833,0.433,2.133,,,,,,1,1,0,0,0,0
Harry Hunsucker,HW,"6' 2""","75.0""",Orthodox,3,0,3,5.022,2.379,6.608,0.000,0.793,0.000,76,0.000,0.000,0.264,0.000,0,No TD Att,0.793,0.264,1.322,5.022,0.529,1.057,,,,,,,0,0,3,0,0
Leonardo Santos,LW,"6' 0""","75.0""",Orthodox,3,0,3,8.064,2.945,4.954,0.028,0.000,0.090,862,0.028,0.083,0.138,0.550,0.2,0.15,1.569,0.936,0.440,2.505,1.927,0.523,,,,,,1,0,0,1,1,0
Sean Woodson,FW,"6' 2""","78.0""",Orthodox,3,2,1,13.942,4.725,4.087,0.029,0.029,0.052,594,0.000,0.087,0.000,0.725,No TD Att,0.12,2.870,1.159,0.696,1.971,0.725,1.391,,,,,,,1,1,0,0,0
Luis Saldana,FW,"5' 11""","73.0""",Orthodox,4,2,2,10.217,4.800,4.083,0.017,0.017,0.126,503,0.050,0.083,0.283,0.150,0.176470588,0.555555556,2.333,1.033,1.433,2.617,1.100,0.367,,,,,,1,2,0,0,0,0
Ange Loosa,WW,"5' 10""","74.0""",Orthodox,2,1,1,19.000,7.233,7.600,0.000,0.000,0.186,98,0.067,0.000,0.200,0.200,0.333333333,0,4.067,1.367,1.800,5.733,1.067,0.800,,,,,,1,1,0,0,0,0
Francisco Figueiredo,FLW,"5' 6""","68.0""",Southpaw,4,2,2,4.405,2.035,2.593,0.000,0.000,0.317,612,0.167,0.139,0.223,0.586,0.75,0.238095238,0.809,0.530,0.697,1.757,0.335,0.502,,,,,,1,1,0,0,1,1
Aoriqileng,FLW,"5' 7""","69.0""",Orthodox,4,2,2,14.184,6.067,7.176,0.021,0.042,0.102,754,0.105,0.167,0.230,0.377,0.454545455,0.444444444,4.184,1.423,0.460,5.732,0.941,0.502,,,,,,2,1,1,0,0,0
Dominick Cruz,BW,"5' 8""","68.0""",Orthodox,3,2,1,16.158,6.006,4.420,0.000,0.085,0.070,46,0.106,0.000,0.529,0.063,0.2,0,3.891,1.121,0.994,1.777,0.698,1.163,,,,,,,2,0,1,0,0
David Onama,LW,"5' 11""","74.0""",Orthodox,4,2,2,11.782,4.746,5.145,0.042,0.000,0.087,958,0.063,0.231,0.315,0.420,0.2,0.55,3.948,0.651,0.147,3.612,1.071,0.462,,,,,,2,0,1,0,0,1
Devin Clark,HW,"6' 0""","75.0""",Orthodox,2,1,1,9.047,1.947,4.057,0.041,0.041,0.252,349,0.081,0.041,0.203,0.081,0.4,0.5,0.933,0.325,0.690,2.110,1.379,0.568,,,,,,,0,1,1,0,0
Martin Buday,HW,"6' 4""","77.0""",Orthodox,2,2,0,13.517,4.581,5.294,0.038,0.000,0.294,17,0.000,0.000,0.000,0.000,No TD Att,No TD Att,3.004,1.051,0.526,2.290,2.140,0.864,,,,,,,2,0,0,0,0
Gabriel Benitez,FW,"5' 8""","71.0""",Southpaw,3,1,2,13.508,6.476,7.309,0.046,0.093,0.103,530,0.046,0.139,0.093,0.416,0.5,0.333333333,3.840,1.665,0.971,5.551,1.203,0.555,,,,,,,0,1,2,0,0
Charlie Ontiveros,LW,"6' 2""","74.0""",Switch,2,0,2,8.558,2.788,6.827,0.192,0.000,0.013,439,0.000,0.385,0.000,0.673,No TD Att,0.571428571,2.308,0.385,0.096,5.385,0.769,0.673,,,,,,,0,0,2,0,0
Jason Witt,WW,"5' 10""","70.0""",Orthodox,4,1,3,6.689,1.946,2.595,0.041,0.122,0.457,50,0.527,0.000,1.095,0.041,0.481481481,0,1.378,0.446,0.122,2.514,0.000,0.081,,,,,,,1,0,3,0,0
Josh Quinlan,WW,"6' 0""","72.0""",Orthodox,1,1,0,5.581,1.395,0.465,0.465,0.000,0.000,27,0.000,0.465,0.000,0.930,No TD Att,0.5,0.930,0.000,0.465,0.000,0.465,0.000,,,,,,,0,1,0,0,0
Youssef Zalal,FW,"5' 10""","72.0""",Switch,3,0,3,8.022,2.844,2.400,0.000,0.000,0.349,513,0.133,0.067,0.600,0.178,0.222222222,0.375,1.622,0.689,0.533,1.289,0.489,0.622,,,,,,2,0,0,0,0,0
Thiago Santos,LHW,"6' 2""","76.0""",Orthodox,4,1,3,5.720,2.496,3.042,0.012,0.000,0.075,453,0.073,0.012,0.267,0.048,0.272727273,0.25,0.739,0.824,0.933,1.406,0.836,0.800,,,,,,2,1,0,1,0,0
Vicente Luque,WW,"5' 11""","76.0""",Orthodox,4,2,2,14.026,6.384,6.084,0.000,0.060,0.083,579,0.000,0.210,0.000,0.450,No TD Att,0.466666667,3.806,1.289,1.289,5.245,0.689,0.150,,,,,,1,0,0,1,0,2
Mohammed Usman,HW,"6' 2""","79.0""",Orthodox,1,1,0,7.321,2.143,5.714,0.179,0.000,0.006,0,0.000,0.000,0.179,0.000,0,No TD Att,1.964,0.179,0.000,2.500,1.607,1.607,,,,,,,0,1,0,0,0
Zac Pauga,HW,"6' 2""","76.0""",Orthodox,1,0,1,9.107,5.714,2.143,0.000,0.179,0.000,2,0.000,0.000,0.000,0.179,No TD Att,0,2.500,1.607,1.607,1.964,0.179,0.000,,,,,,,0,0,1,0,0
Sam Alvey,MW,"6' 2""","75.0""",Southpaw,4,0,4,10.091,3.972,6.022,0.000,0.128,0.067,291,0.000,0.064,0.032,0.320,0,0.2,3.107,0.545,0.320,3.684,1.666,0.673,,,,,,1,0,0,1,2,0
Takashi Sato,WW,"5' 10""","73.0""",Southpaw,2,0,2,2.669,0.699,3.242,0.000,0.064,0.000,491,0.000,0.191,0.000,0.191,No TD Att,1,0.254,0.254,0.191,2.542,0.572,0.127,,,,,,1,0,0,1,0,0
Kai Kara-France,FLW,"5' 4""","69.0""",Orthodox,4,3,1,9.013,3.700,2.643,0.079,0.026,0.014,560,0.026,0.079,0.079,0.502,0.333333333,0.157894737,2.009,0.423,1.269,2.035,0.370,0.238,,,,,,,1,2,1,0,0
Alexandre Pantoja,FLW,"5' 5""","67.0""",Orthodox,3,3,0,8.805,4.467,3.264,0.000,0.000,0.187,33,0.172,0.129,0.344,0.387,0.5,0.333333333,2.276,1.288,0.902,2.448,0.472,0.344,,,,,,,1,0,0,0,2
Alex Perez,FLW,"5' 6""","65.0""",Orthodox,1,0,1,9.231,6.593,5.275,0.000,0.000,0.000,66,0.000,0.659,0.659,0.659,0,1,5.934,0.000,0.659,4.615,0.659,0.000,,,,,,,0,0,0,1,0
Anthony Smith,LHW,"6' 4""","76.0""",Orthodox,3,2,1,6.378,3.602,4.252,0.118,0.000,0.149,233,0.000,0.177,0.059,0.236,0,0.75,2.185,0.709,0.709,2.539,0.650,1.063,,,,,,,0,1,1,0,1
Hamdy Abdelwahab,HW,"6' 2""","72.0""",Southpaw,1,0,1,10.933,3.867,3.133,0.067,0.000,0.440,0,0.200,0.000,0.267,0.000,0.75,No TD Att,3.400,0.333,0.133,1.867,0.800,0.467,,,,,,,0,0,0,0,0
Drakkar Klose,LW,"5' 9""","70.0""",Orthodox,2,2,0,13.820,6.667,2.530,0.097,0.000,0.195,184,0.195,0.146,0.633,0.535,0.307692308,0.272727273,3.844,2.092,0.730,1.314,0.535,0.681,,,,,,,1,1,0,0,0
Michael Morales,WW,"6' 0""","79.0""",Orthodox,2,2,0,13.180,7.148,4.721,0.197,0.000,0.084,183,0.000,0.131,0.131,0.787,0,0.166666667,6.361,0.459,0.328,2.295,1.377,1.049,,,,,,,0,2,0,0,0
Orion Cosce,WW,"5' 11""","71.0""",Switch,2,1,1,7.762,1.930,4.476,0.000,0.041,0.657,80,0.205,0.000,0.575,0.041,0.357142857,0,1.273,0.534,0.123,2.464,1.602,0.411,,,,,,,1,0,1,0,0
Blood Diamond,WW,"5' 11""","76.0""",Switch,2,0,2,6.570,3.260,2.037,0.000,0.000,0.060,831,0.000,0.204,0.051,0.662,0,0.307692308,1.426,1.375,0.458,1.426,0.560,0.051,,,,,,1,0,0,0,1,0
Curtis Blaydes,HW,"6' 4""","80.0""",Orthodox,4,3,1,11.681,3.486,1.520,0.037,0.037,0.246,0,0.111,0.000,0.334,0.000,0.333333333,No TD Att,2.262,0.408,0.816,1.298,0.148,0.074,,,,,,,1,2,1,0,0
Tom Aspinall,HW,"6' 5""","78.0""",Orthodox,4,3,1,11.462,6.719,2.925,0.079,0.000,0.335,1,0.237,0.000,0.237,0.158,1,0,3.953,1.265,1.502,1.265,1.028,0.632,,,,,,,0,1,1,0,2
Alexander Gustafsson,LHW,"6' 5""","79.0""",Orthodox,1,0,1,8.060,4.478,23.284,0.000,1.791,0.104,9,0.000,0.000,0.000,0.000,No TD Att,No TD Att,3.582,0.896,0.000,21.493,0.896,0.896,,,,,,,0,0,1,0,0
Mason Jones,LW,"5' 10""","74.0""",Orthodox,4,1,3,14.569,5.609,4.939,0.000,0.019,0.303,464,0.211,0.057,0.459,0.287,0.458333333,0.2,3.752,1.417,0.440,3.369,1.244,0.325,,,,,,2,1,0,0,0,0
Damir Hadzovic,LW,"5' 9""","70.0""",Orthodox,2,1,1,8.867,4.200,3.867,0.000,0.000,0.063,1034,0.067,0.333,0.133,0.433,0.5,0.769230769,3.467,0.333,0.400,2.533,0.933,0.400,,,,,,1,1,0,0,0,0
Charles Rosa,FLW,"5' 9""","69.0""",Switch,5,1,4,10.560,2.627,3.800,0.000,0.013,0.113,2095,0.080,0.253,0.200,0.373,0.4,0.678571429,1.347,0.520,0.760,2.773,0.453,0.573,,,,,,4,1,0,0,0,0
Claudio Silva,WW,"5' 11""","71.0""",Southpaw,2,0,2,6.167,1.067,2.733,0.000,0.000,0.303,740,0.167,0.133,0.733,0.200,0.227272727,0.666666667,0.400,0.433,0.233,1.800,0.600,0.333,,,,,,2,0,0,0,0,0
Brian Ortega,FW,"5' 8""","69.0""",Switch,2,0,2,9.903,3.769,8.121,0.000,0.000,0.113,231,0.103,0.000,0.343,0.000,0.3,No TD Att,2.638,0.788,0.343,5.620,0.685,1.816,,,,,,1,0,0,1,0,0
Sumudaerji,FLW,"5' 8""","72.0""",Southpaw,2,1,1,8.975,4.426,3.074,0.041,0.000,0.091,162,0.000,0.082,0.000,0.164,No TD Att,0.5,2.418,0.779,1.230,2.295,0.328,0.451,,,,,,,1,0,0,1,0
Shane Burgos,FW,"5' 11""","75.0""",Orthodox,3,2,1,15.145,7.633,9.087,0.000,0.024,0.216,257,0.048,0.000,0.170,0.363,0.285714286,0,4.604,1.502,1.527,6.107,1.890,1.090,,,,,,,2,0,1,0,0
Ricky Simon,BW,"5' 6""","69.0""",Orthodox,4,4,0,7.683,2.645,1.285,0.050,0.000,0.588,25,0.428,0.000,0.781,0.076,0.548387097,0,1.637,0.302,0.705,0.680,0.227,0.378,,,,,,,1,1,0,0,2
Herbert Burns,FW,"5' 9""","73.0""",Orthodox,1,0,1,3.659,1.463,4.098,0.000,0.000,0.078,326,0.146,0.146,0.293,0.146,0.5,1,0.878,0.585,0.000,3.073,0.878,0.146,,,,,,,0,0,1,0,0
Da-un Jung,LHW,,,,1,0,1,12.124,4.352,4.352,0.000,0.311,0.000,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,1.865,0.311,2.176,1.865,0.311,2.176,,,,,,,0,0,1,0,0
Dwight Grant,WW,"6' 1""","76.0""",Switch,4,1,3,9.622,3.207,3.078,0.018,0.037,0.017,714,0.055,0.129,0.055,0.295,1,0.4375,2.175,0.535,0.498,1.696,0.664,0.719,,,,,,2,1,0,1,0,0
Douglas Silva de Andrade,FW,"5' 7""","68.0""",Orthodox,4,2,2,7.883,2.817,3.138,0.099,0.025,0.168,283,0.049,0.074,0.099,0.346,0.5,0.214285714,1.038,0.890,0.890,1.829,0.692,0.618,,,,,,2,0,1,0,0,1
Aiemann Zahabi,BW,"5' 8""","68.0""",Orthodox,2,2,0,6.415,3.484,2.101,0.055,0.000,0.009,0,0.000,0.000,0.000,0.111,No TD Att,0,1.438,0.553,1.493,1.106,0.332,0.664,,,,,,,1,1,0,0,0
Garrett Armfield,FW,"5' 6""","70.0""",Orthodox,1,0,1,6.280,1.589,2.194,0.000,0.000,0.141,155,0.000,0.151,0.151,0.454,0,0.333333333,1.135,0.303,0.151,1.211,0.984,0.000,,,,,,,0,0,0,1,0
Karl Roberson,MW,"6' 1""","74.0""",Southpaw,3,0,3,3.444,1.413,2.428,0.000,0.088,0.017,857,0.000,0.309,0.132,0.442,0,0.7,0.574,0.442,0.397,1.678,0.353,0.397,,,,,,,0,0,2,1,0
Ronnie Lawrence,BW,"5' 8""","68.0""",Switch,3,2,1,6.661,3.237,2.017,0.070,0.047,0.376,783,0.352,0.235,0.422,0.422,0.833333333,0.555555556,2.134,0.563,0.539,1.407,0.281,0.328,,,,,,1,1,1,0,0,0
Robbie Lawler,MW,"5' 11""","74.0""",Southpaw,2,1,1,14.289,8.368,11.724,0.000,0.000,0.009,0,0.000,0.000,0.000,0.039,No TD Att,0,6.039,1.895,0.434,9.079,2.132,0.513,,,,,,,0,1,1,0,0
Donald Cerrone,WW,"6' 1""","73.0""",Orthodox,2,0,2,6.429,3.393,5.268,0.000,0.000,0.128,110,0.000,0.089,0.179,0.268,0,0.333333333,1.518,1.429,0.446,3.929,0.982,0.357,,,,,,,0,0,1,1,0
Gabe Green,WW,"5' 10""","73.0""",Switch,2,1,1,14.022,5.742,6.533,0.000,0.083,0.123,143,0.042,0.125,0.166,0.250,0.25,0.5,2.372,1.540,1.831,4.244,1.165,1.123,,,,,,1,0,1,0,0,0
Brad Tavares,MW,"6' 1""","74.0""",Orthodox,3,2,1,10.156,4.889,4.333,0.022,0.000,0.050,568,0.000,0.067,0.022,0.622,0,0.107142857,2.911,0.867,1.111,3.111,0.533,0.689,,,,,,1,2,0,0,0,0
Uriah Hall,MW,"6' 0""","79.0""",Orthodox,3,1,2,7.993,2.805,5.064,0.000,0.000,0.007,1034,0.000,0.199,0.000,0.397,No TD Att,0.5,1.539,0.819,0.447,4.568,0.298,0.199,,,,,,2,0,1,0,0,0
Alan Baudot,HW,"6' 3""","79.0""",Orthodox,3,0,3,10.118,5.550,4.535,0.034,0.000,0.093,742,0.000,0.169,0.000,0.508,No TD Att,0.333333333,4.129,0.981,0.440,2.978,0.711,0.846,,,,,,1,0,0,1,0,0
Christos Giagos,LW,"5' 10""","71.0""",Orthodox,3,1,2,7.311,2.229,5.171,0.000,0.089,0.160,165,0.267,0.089,0.446,0.267,0.6,0.333333333,1.426,0.624,0.178,3.477,0.802,0.892,,,,,,,0,0,1,1,1
Rodolfo Vieira,MW,"6' 0""","73.0""",Orthodox,3,1,2,8.111,4.262,6.157,0.000,0.000,0.244,129,0.207,0.000,1.006,0.089,0.205882353,0,3.404,0.237,0.622,4.766,1.302,0.089,,,,,,1,0,0,0,1,1
Tafon Nchukwi,MW,"6' 0""","77.0""",Orthodox,4,1,3,11.743,6.550,3.882,0.000,0.048,0.132,274,0.095,0.071,0.119,0.238,0.8,0.3,3.811,1.834,0.905,2.715,0.643,0.524,,,,,,1,1,0,2,0,0
Raulian Paiva,BW,"5' 8""","69.0""",Orthodox,3,1,2,9.683,3.602,5.216,0.000,0.058,0.108,459,0.086,0.173,0.346,0.634,0.25,0.272727273,2.594,0.778,0.231,4.207,0.663,0.346,,,,,,1,1,0,1,0,0
JP Buys,FLW,"5' 5""","67.0""",Orthodox,3,0,3,6.108,1.330,3.532,0.000,0.332,0.098,860,0.042,0.208,0.416,0.291,0.1,0.714285714,0.623,0.374,0.332,2.825,0.540,0.166,,,,,,1,0,0,2,0,0
Brian Kelleher,FW,"5' 6""","66.0""",Switch,5,3,2,10.000,1.736,2.604,0.020,0.000,0.386,805,0.178,0.178,0.217,0.335,0.818181818,0.529411765,1.124,0.355,0.256,1.479,0.454,0.671,,,,,,1,2,0,0,1,1
Guram Kutateladze,LW,"5' 11""","72.0""",Orthodox,1,0,1,12.667,5.200,5.267,0.000,0.000,0.043,46,0.067,0.000,0.467,0.400,0.142857143,0,1.933,1.867,1.400,4.200,0.933,0.133,,,,,,1,0,0,0,0,0
Tony Kelley,BW,"5' 9""","70.0""",Switch,2,1,1,20.510,7.806,5.051,0.000,0.077,0.265,153,0.000,0.000,0.000,0.077,No TD Att,0,2.908,3.750,1.148,3.750,1.301,0.000,,,,,,,0,1,1,0,0
Court McGee,WW,"5' 11""","75.0""",Orthodox,3,2,1,8.807,2.978,1.901,0.032,0.032,0.602,140,0.253,0.063,0.507,0.412,0.5,0.153846154,1.647,0.887,0.444,1.140,0.602,0.158,,,,,,,2,0,1,0,0
Jeremiah Wells,WW,"5' 9""","74.0""",Switch,3,3,0,8.974,3.675,1.624,0.171,0.000,0.682,25,0.085,0.000,0.684,0.085,0.125,0,3.248,0.427,0.000,0.085,0.855,0.684,,,,,,,0,2,0,0,1
Ricardo Ramos,FW,"5' 9""","72.0""",Orthodox,3,2,1,11.122,4.006,5.000,0.032,0.000,0.111,96,0.256,0.064,0.417,0.256,0.615384615,0.25,2.628,0.865,0.513,3.526,0.865,0.609,,,,,,1,1,1,0,0,0
Danny Chavez,FW,"5' 8""","67.0""",Orthodox,3,0,3,7.917,2.660,4.295,0.000,0.032,0.024,581,0.064,0.064,0.192,0.321,0.333333333,0.2,1.603,0.385,0.673,1.699,1.122,1.474,,,,,,1,0,0,1,0,0
Eddie Wineland,BW,"5' 7""","69.0""",Orthodox,2,0,2,12.770,3.499,12.070,0.000,0.350,0.035,11,0.175,0.000,0.175,0.000,1,No TD Att,1.924,0.875,0.700,8.047,1.224,2.799,,,,,,,0,0,2,0,0
Deron Winn,MW,"5' 6""","70.0""",Orthodox,1,0,1,12.106,3.398,12.531,0.000,0.106,0.000,47,0.000,0.106,0.000,0.319,No TD Att,0.333333333,2.549,0.425,0.425,10.513,1.805,0.212,,,,,,,0,0,1,0,0
Roman Dolidze,MW,"6' 2""","76.0""",Orthodox,2,2,0,6.536,1.357,0.802,0.123,0.000,0.630,50,0.308,0.185,0.555,0.308,0.555555556,0.6,1.048,0.000,0.308,0.247,0.185,0.370,,,,,,,1,1,0,0,0
Jiri Prochazka,LHW,"6' 3""","80.0""",Orthodox,2,2,0,11.230,5.791,5.115,0.029,0.000,0.178,616,0.029,0.176,0.029,0.529,1,0.333333333,4.909,0.823,0.059,4.027,0.970,0.118,,,,,,,0,1,0,0,1
Ramazan Emeev,WW,"5' 10""","76.0""",Southpaw,2,1,1,10.494,3.422,3.536,0.000,0.057,0.279,129,0.285,0.057,0.627,0.057,0.454545455,1,2.395,0.798,0.228,1.996,0.741,0.798,,,,,,,1,0,1,0,0
Kyung Ho Kang,BW,,,,1,1,0,10.333,6.667,7.267,0.000,0.000,0.000,3,0.000,0.000,0.133,0.067,0,0,5.467,0.133,1.067,4.533,1.267,1.467,,,,,,,1,0,0,0,0
Batgerel Danaa,BW,"5' 7""","70.0""",Orthodox,3,1,2,17.991,6.239,6.154,0.043,0.043,0.022,13,0.043,0.000,0.085,0.085,0.5,0,4.060,1.068,1.111,4.402,0.299,1.453,,,,,,1,0,1,1,0,0
Movsar Evloev,FW,"5' 7""","72.0""",Orthodox,3,3,0,15.867,4.267,2.822,0.000,0.000,0.446,107,0.444,0.022,0.689,0.133,0.64516129,0.166666667,3.489,0.489,0.289,1.667,0.800,0.356,,,,,,,3,0,0,0,0
Lucas Almeida,FW,"5' 11""","71.0""",Orthodox,1,1,0,15.664,6.870,2.840,0.183,0.092,0.203,103,0.000,0.000,0.000,0.000,No TD Att,No TD Att,2.931,1.466,2.473,1.557,1.099,0.183,,,,,,,0,1,0,0,0
Zarrukh Adashev,FLW,"5' 5""","65.0""",Southpaw,3,1,2,9.092,3.643,3.031,0.000,0.064,0.025,82,0.000,0.000,0.161,0.032,0,0,2.418,0.516,0.709,1.967,0.355,0.709,,,,,,1,1,0,1,0,0
Askar Mozharov,LHW,"6' 3""","74.0""",Orthodox,1,0,1,4.286,0.429,4.071,0.000,0.000,0.000,259,0.000,0.429,0.000,0.643,No TD Att,0.666666667,0.214,0.214,0.000,3.857,0.214,0.000,,,,,,,0,0,1,0,0
Alex Da Silva,LW,"5' 8""","73.0""",Orthodox,1,0,1,6.400,2.333,2.200,0.067,0.000,0.394,291,0.000,0.067,0.000,0.267,No TD Att,0.25,1.333,0.733,0.267,2.133,0.000,0.067,,,,,,1,0,0,0,0,0
Niklas Stolze ,WW,,,,2,0,2,4.696,2.348,2.870,0.000,0.130,0.000,365,0.000,0.522,0.000,0.783,No TD Att,0.666666667,0.913,0.913,0.522,1.957,0.391,0.522,,,,,,,0,0,1,1,0
Jeff Molina,FLW,"5' 6""","69.0""",Orthodox,3,3,0,20.743,8.241,4.882,0.085,0.000,0.124,507,0.000,0.141,0.028,0.536,0,0.263157895,7.027,0.847,0.367,2.653,1.609,0.621,,,,,,,2,1,0,0,0
Andreas Michailidis,MW,"6' 0""","76.0""",Orthodox,3,1,2,6.317,2.663,3.569,0.000,0.028,0.187,796,0.085,0.142,0.283,0.283,0.3,0.5,1.586,0.680,0.397,1.020,0.765,1.785,,,,,,1,1,0,1,0,0
Michel Pereira,WW,"6' 1""","73.0""",Orthodox,3,3,0,13.444,6.867,5.022,0.000,0.000,0.079,195,0.089,0.022,0.222,0.133,0.4,0.166666667,3.400,2.667,0.800,3.511,0.711,0.800,,,,,,,3,0,0,0,0
Jun Yong Park,MW,"5' 10""","73.0""",Orthodox,1,1,0,12.467,7.000,4.333,0.000,0.000,0.034,285,0.000,0.200,0.067,1.600,0,0.125,4.933,1.067,1.000,3.000,1.133,0.200,,,,,,,1,0,0,0,0
Uros Medic,LW,"6' 1""","71.0""",Southpaw,3,2,1,12.421,7.119,4.213,0.218,0.000,0.070,155,0.000,0.073,0.000,0.218,No TD Att,0.333333333,4.794,1.017,1.308,2.470,1.162,0.581,,,,,,,0,2,0,1,0
Felipe Colares,FW,"5' 8""","69.0""",Orthodox,3,1,2,9.047,3.256,6.372,0.000,0.023,0.259,689,0.116,0.140,0.488,0.349,0.238095238,0.4,2.047,1.047,0.163,4.814,0.767,0.791,,,,,,1,1,0,1,0,0
Aleksandar Rakic,LHW,"6' 4""","78.0""",Orthodox,2,1,1,8.708,2.406,3.055,0.000,0.000,0.271,1,0.038,0.000,0.229,0.038,0.166666667,0,0.840,0.573,0.993,0.687,1.222,1.146,,,,,,,1,0,1,0,0
